"確定病名","發病年份","發病月份","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"6359","登革熱","2012","7","台南市","中西區","M","否","10-14","1"
"6360","登革熱","2012","7","高雄市","前鎮區","F","否","10-14","1"
"6361","登革熱","2012","8","台南市","安南區","F","否","60-64","1"
"6362","登革熱","2012","8","高雄市","苓雅區","F","否","10-14","2"
"6363","登革熱","2012","9","台南市","南區","M","否","25-29","1"
"6364","登革熱","2012","9","高雄市","前金區","M","否","55-59","1"
"6365","登革熱","2012","9","高雄市","苓雅區","F","否","60-64","3"
"6366","登革熱","2013","10","屏東縣","屏東市","F","否","70+","3"
"6367","登革熱","2013","10","屏東縣","新園鄉","F","否","55-59","1"
"6368","登革熱","2013","11","屏東縣","萬丹鄉","F","否","30-34","1"
"6369","登革熱","2013","11","屏東縣","萬丹鄉","F","否","45-49","1"
"6370","登革熱","2013","11","高雄市","鳳山區","M","否","70+","2"
"6371","登革熱","2013","12","台中市","西屯區","M","是","30-34","1"
"6372","登革熱","2013","12","桃園市","大園區","M","是","30-34","1"
"6373","登革熱","2013","2","台北市","中正區","F","是","20-24","1"
"6374","登革熱","2013","3","彰化縣","彰化市","M","是","35-39","1"
"6375","登革熱","2013","6","雲林縣","西螺鎮","F","是","25-29","1"
"6376","登革熱","2013","7","屏東縣","新園鄉","M","否","15-19","1"
"6377","登革熱","2013","7","桃園市","八德區","F","是","35-39","1"
"6378","登革熱","2013","8","台中市","北屯區","F","是","30-34","1"
"6379","登革熱","2013","8","台北市","中山區","M","是","20-24","1"
"6380","登革熱","2013","8","台北市","北投區","F","是","20-24","1"
"6381","登革熱","2013","9","屏東縣","屏東市","F","否","45-49","2"
"6382","登革熱","2014","1","屏東縣","屏東市","F","否","40-44","1"
"6383","登革熱","2014","10","屏東縣","東港鎮","M","否","10-14","1"
"6384","登革熱","2014","10","屏東縣","東港鎮","M","否","55-59","1"
"6385","登革熱","2014","10","高雄市","三民區","M","否","0","2"
"6386","登革熱","2014","10","高雄市","大樹區","F","否","50-54","1"
"6387","登革熱","2014","10","高雄市","大樹區","M","否","40-44","1"
"6388","登革熱","2014","10","高雄市","小港區","F","否","60-64","22"
"6389","登革熱","2014","10","高雄市","左營區","F","否","30-34","2"
"6390","登革熱","2014","10","高雄市","左營區","F","否","45-49","18"
"6391","登革熱","2014","10","高雄市","左營區","F","否","50-54","6"
"6392","登革熱","2014","10","高雄市","林園區","F","否","20-24","2"
"6393","登革熱","2014","10","高雄市","林園區","M","否","25-29","2"
"6394","登革熱","2014","10","高雄市","前金區","M","否","45-49","3"
"6395","登革熱","2014","10","高雄市","楠梓區","F","否","65-69","1"
"6396","登革熱","2014","10","高雄市","鼓山區","M","否","10-14","7"
"6397","登革熱","2014","10","高雄市","鼓山區","M","否","60-64","11"
"6398","登革熱","2014","10","高雄市","鳳山區","M","否","45-49","27"
"6399","登革熱","2014","10","高雄市","鹽埕區","F","否","50-54","1"
"6400","登革熱","2014","10","嘉義市","東區","F","否","30-34","1"
"6401","登革熱","2014","11","屏東縣","九如鄉","M","否","40-44","1"
"6402","登革熱","2014","11","屏東縣","東港鎮","F","否","15-19","1"
"6403","登革熱","2014","11","高雄市","大社區","F","否","15-19","1"
"6404","登革熱","2014","11","高雄市","大社區","F","否","35-39","1"
"6405","登革熱","2014","11","高雄市","大寮區","M","否","25-29","2"
"6406","登革熱","2014","11","高雄市","大樹區","M","否","15-19","1"
"6407","登革熱","2014","11","高雄市","大樹區","M","否","45-49","1"
"6408","登革熱","2014","11","高雄市","內門區","M","否","40-44","1"
"6409","登革熱","2014","11","高雄市","岡山區","F","否","15-19","1"
"6410","登革熱","2014","11","高雄市","岡山區","F","否","45-49","1"
"6411","登革熱","2014","11","高雄市","岡山區","M","否","35-39","1"
"6412","登革熱","2014","11","高雄市","林園區","M","否","45-49","1"
"6413","登革熱","2014","11","高雄市","苓雅區","F","否","30-34","17"
"6414","登革熱","2014","11","高雄市","苓雅區","M","否","15-19","15"
"6415","登革熱","2014","11","高雄市","苓雅區","M","否","35-39","20"
"6416","登革熱","2014","11","高雄市","新興區","M","否","25-29","7"
"6417","登革熱","2014","11","高雄市","新興區","M","否","50-54","4"
"6418","登革熱","2014","11","高雄市","鼓山區","F","否","15-19","6"
"6419","登革熱","2014","11","高雄市","鼓山區","F","否","45-49","12"
"6420","登革熱","2014","11","高雄市","旗山區","F","否","60-64","1"
"6421","登革熱","2014","11","高雄市","鳳山區","F","否","60-64","28"
"6422","登革熱","2014","11","彰化縣","鹿港鎮","F","否","20-24","1"
"6423","登革熱","2014","12","高雄市","三民區","M","否","10-14","7"
"6424","登革熱","2014","12","高雄市","小港區","F","否","20-24","1"
"6425","登革熱","2014","12","高雄市","左營區","F","否","10-14","4"
"6426","登革熱","2014","12","高雄市","岡山區","M","否","15-19","2"
"6427","登革熱","2014","12","高雄市","前金區","M","否","10-14","1"
"6428","登革熱","2014","12","高雄市","前鎮區","M","否","55-59","3"
"6429","登革熱","2014","12","高雄市","旗津區","F","否","30-34","1"
"6430","登革熱","2014","12","高雄市","鳳山區","F","否","10-14","3"
"6431","登革熱","2014","12","新北市","三重區","F","否","30-34","1"
"6432","登革熱","2014","3","新北市","土城區","M","是","30-34","1"
"6433","登革熱","2014","5","高雄市","鳥松區","M","是","25-29","1"
"6434","登革熱","2014","6","高雄市","大寮區","F","否","10-14","1"
"6435","登革熱","2014","6","高雄市","前鎮區","M","否","45-49","1"
"6436","登革熱","2011","1","高雄市","苓雅區","F","否","15-19","2"
"6437","登革熱","2011","1","高雄市","苓雅區","F","否","70+","1"
"6438","登革熱","2011","10","高雄市","苓雅區","F","否","55-59","6"
"6439","登革熱","2011","10","高雄市","鳳山區","F","否","50-54","1"
"6440","登革熱","2011","11","屏東縣","東港鎮","F","否","45-49","4"
"6441","登革熱","2011","11","高雄市","三民區","M","否","50-54","13"
"6442","登革熱","2011","11","高雄市","梓官區","M","否","10-14","1"
"6443","登革熱","2011","12","高雄市","前金區","M","否","45-49","1"
"6444","登革熱","2011","12","高雄市","前鎮區","F","否","35-39","1"
"6445","登革熱","2011","12","高雄市","鳳山區","F","否","10-14","1"
"6446","登革熱","2011","9","苗栗縣","銅鑼鄉","F","是","30-34","1"
"6447","登革熱","2011","9","高雄市","前鎮區","F","否","25-29","1"
"6448","登革熱","2011","9","高雄市","苓雅區","M","否","4","1"
"6449","登革熱","2011","9","澎湖縣","馬公市","F","否","35-39","2"
"6450","登革熱","2011","9","澎湖縣","馬公市","M","否","40-44","1"
"6451","登革熱","2012","10","台南市","中西區","F","否","55-59","1"
"6452","登革熱","2012","10","台南市","北區","M","否","50-54","1"
"6453","登革熱","2012","10","台南市","南區","M","否","55-59","2"
"6454","登革熱","2012","10","屏東縣","新園鄉","M","是","40-44","1"
"6455","登革熱","2012","10","高雄市","苓雅區","M","否","40-44","1"
"6456","登革熱","2012","11","台南市","安南區","F","否","60-64","1"
"6457","登革熱","2012","11","高雄市","鳳山區","M","否","5-9","1"
"6458","登革熱","2012","11","高雄市","鳳山區","M","否","60-64","1"
"6459","登革熱","2012","12","高雄市","林園區","F","否","15-19","1"
"6460","登革熱","2012","12","高雄市","前鎮區","F","否","35-39","1"
"6461","登革熱","2012","4","台南市","中西區","F","否","40-44","1"
"6462","登革熱","2012","6","台北市","中山區","M","是","25-29","1"
"6463","登革熱","2012","7","台南市","東山區","F","是","10-14","1"
"6464","登革熱","2012","7","雲林縣","斗六市","F","是","5-9","1"
"6465","登革熱","2012","8","台南市","北區","F","否","15-19","1"
"6466","登革熱","2012","9","台北市","中山區","M","否","45-49","1"
"6467","登革熱","2012","9","台南市","善化區","M","否","40-44","1"
"6468","登革熱","2013","10","屏東縣","屏東市","M","否","15-19","2"
"6469","登革熱","2013","10","屏東縣","屏東市","M","否","70+","3"
"6470","登革熱","2013","11","屏東縣","屏東市","F","否","50-54","3"
"6471","登革熱","2013","12","台北市","大安區","M","是","10-14","1"
"6472","登革熱","2013","2","台南市","永康區","M","是","5-9","1"
"6473","登革熱","2013","4","台中市","北區","F","是","30-34","1"
"6474","登革熱","2013","6","屏東縣","潮州鎮","F","否","55-59","1"
"6475","登革熱","2013","6","桃園市","平鎮區","M","是","30-34","1"
"6476","登革熱","2013","7","苗栗縣","公館鄉","F","是","20-24","1"
"6477","登革熱","2013","7","桃園市","平鎮區","F","是","5-9","1"
"6478","登革熱","2013","7","桃園市","龍潭區","M","是","20-24","1"
"6479","登革熱","2013","8","屏東縣","新埤鄉","F","否","5-9","1"
"6480","登革熱","2014","10","台中市","南區","F","否","35-39","1"
"6481","登革熱","2014","10","屏東縣","南州鄉","F","否","15-19","1"
"6482","登革熱","2014","10","高雄市","三民區","F","否","60-64","90"
"6483","登革熱","2014","10","高雄市","小港區","F","否","25-29","11"
"6484","登革熱","2014","10","高雄市","小港區","F","否","50-54","24"
"6485","登革熱","2014","10","高雄市","仁武區","M","否","5-9","1"
"6486","登革熱","2014","10","高雄市","前金區","F","否","45-49","1"
"6487","登革熱","2014","10","高雄市","鳥松區","M","否","25-29","1"
"6488","登革熱","2014","10","高雄市","鳥松區","M","是","50-54","1"
"6489","登革熱","2014","10","高雄市","楠梓區","M","否","25-29","6"
"6490","登革熱","2014","10","高雄市","橋頭區","F","否","20-24","1"
"6491","登革熱","2014","10","高雄市","鹽埕區","M","否","15-19","2"
"6492","登革熱","2014","11","台南市","北區","M","否","35-39","1"
"6493","登革熱","2014","11","屏東縣","竹田鄉","F","否","20-24","1"
"6494","登革熱","2014","11","高雄市","三民區","F","否","45-49","63"
"6495","登革熱","2014","11","高雄市","左營區","M","否","60-64","9"
"6496","登革熱","2014","11","高雄市","前金區","F","否","35-39","2"
"6497","登革熱","2014","11","高雄市","鳥松區","F","否","20-24","1"
"6498","登革熱","2014","11","高雄市","楠梓區","M","否","55-59","5"
"6499","登革熱","2014","11","高雄市","鳳山區","F","否","35-39","32"
"6500","登革熱","2014","11","高雄市","鳳山區","F","否","65-69","21"
"6501","登革熱","2014","11","嘉義市","西區","F","否","25-29","1"
"6502","登革熱","2014","12","台南市","東區","F","否","15-19","1"
"6503","登革熱","2014","12","高雄市","三民區","F","否","35-39","10"
"6504","登革熱","2014","12","高雄市","小港區","F","否","65-69","2"
"6505","登革熱","2014","12","高雄市","仁武區","F","否","55-59","2"
"6506","登革熱","2014","12","高雄市","左營區","F","否","15-19","4"
"6507","登革熱","2014","12","高雄市","左營區","F","否","55-59","9"
"6508","登革熱","2014","12","高雄市","美濃區","M","否","30-34","1"
"6509","登革熱","2014","12","高雄市","苓雅區","M","否","60-64","1"
"6510","登革熱","2014","12","高雄市","新興區","M","否","50-54","1"
"6511","登革熱","2014","12","高雄市","鼓山區","M","否","40-44","2"
"6512","登革熱","2014","12","高雄市","鳳山區","M","否","70+","4"
"6513","登革熱","2014","2","桃園市","中壢區","M","是","20-24","1"
"6514","登革熱","2014","5","高雄市","前鎮區","M","否","35-39","1"
"6515","登革熱","2014","5","新北市","三重區","F","是","30-34","1"
"6516","登革熱","2014","6","高雄市","左營區","F","否","60-64","1"
"6517","登革熱","2014","6","高雄市","前鎮區","F","否","55-59","1"
"6518","登革熱","2014","7","屏東縣","屏東市","M","否","10-14","1"
"6519","登革熱","2014","7","高雄市","前鎮區","F","否","2","1"
"6520","登革熱","2014","7","高雄市","前鎮區","M","否","50-54","1"
"6521","登革熱","2014","7","高雄市","苓雅區","M","否","55-59","3"
"6522","登革熱","2014","8","高雄市","大寮區","M","否","50-54","2"
"6523","登革熱","2014","8","高雄市","林園區","F","否","35-39","1"
"6524","登革熱","2014","8","高雄市","前鎮區","M","否","55-59","5"
"6525","登革熱","2014","8","高雄市","苓雅區","F","否","50-54","17"
"6526","登革熱","2014","8","高雄市","楠梓區","M","否","4","1"
"6527","登革熱","2014","8","高雄市","旗山區","F","否","5-9","1"
"6528","登革熱","2014","9","台北市","士林區","M","否","20-24","1"
"6529","登革熱","2014","9","高雄市","三民區","M","否","25-29","15"
"6530","登革熱","2014","9","高雄市","前鎮區","F","否","4","3"
"6531","登革熱","2014","9","雲林縣","虎尾鎮","M","是","20-24","1"
"6532","登革熱","2015","10","台南市","中西區","M","否","1","1"
"6533","登革熱","2015","10","台南市","北區","F","否","20-24","32"
"6534","登革熱","2015","10","台南市","北區","F","否","55-59","38"
"6535","登革熱","2010","12","高雄市","前鎮區","M","否","50-54","2"
"6536","登革熱","2010","2","桃園市","大園區","M","是","10-14","1"
"6537","登革熱","2010","6","新北市","板橋區","F","是","50-54","2"
"6538","登革熱","2010","8","宜蘭縣","宜蘭市","M","是","20-24","1"
"6539","登革熱","2010","8","桃園市","蘆竹區","F","是","35-39","1"
"6540","登革熱","2010","8","高雄市","三民區","F","否","30-34","3"
"6541","登革熱","2010","8","高雄市","燕巢區","M","是","10-14","1"
"6542","登革熱","2010","9","台南市","中西區","F","否","65-69","2"
"6543","登革熱","2010","9","台南市","中西區","M","否","60-64","1"
"6544","登革熱","2010","9","台南市","東區","M","是","20-24","1"
"6545","登革熱","2010","9","高雄市","三民區","F","否","50-54","14"
"6546","登革熱","2010","9","高雄市","苓雅區","F","否","45-49","2"
"6547","登革熱","2010","9","高雄市","新興區","M","否","25-29","1"
"6548","登革熱","2010","9","高雄市","鼓山區","F","否","15-19","1"
"6549","登革熱","2010","9","高雄市","鼓山區","F","否","35-39","2"
"6550","登革熱","2011","10","屏東縣","東港鎮","F","否","70+","2"
"6551","登革熱","2011","10","高雄市","三民區","M","否","30-34","4"
"6552","登革熱","2011","10","高雄市","三民區","M","否","45-49","5"
"6553","登革熱","2011","10","高雄市","前鎮區","F","否","40-44","2"
"6554","登革熱","2011","10","高雄市","前鎮區","F","否","70+","1"
"6555","登革熱","2011","10","高雄市","楠梓區","F","否","65-69","1"
"6556","登革熱","2011","11","台南市","東區","M","否","45-49","1"
"6557","登革熱","2011","11","桃園市","八德區","M","是","40-44","1"
"6558","登革熱","2011","11","高雄市","楠梓區","F","否","30-34","1"
"6559","登革熱","2011","11","高雄市","楠梓區","F","否","50-54","2"
"6560","登革熱","2011","11","高雄市","鼓山區","M","否","35-39","1"
"6561","登革熱","2011","12","高雄市","鼓山區","M","否","20-24","1"
"6562","登革熱","2011","12","高雄市","燕巢區","M","否","25-29","1"
"6563","登革熱","2011","2","台南市","中西區","F","否","10-14","1"
"6564","登革熱","2011","8","台中市","外埔區","M","是","25-29","1"
"6565","登革熱","2011","8","桃園市","大溪區","M","是","35-39","1"
"6566","登革熱","2011","8","高雄市","苓雅區","F","否","25-29","3"
"6567","登革熱","2011","9","澎湖縣","馬公市","F","否","60-64","2"
"6568","登革熱","2012","10","台南市","中西區","F","否","50-54","3"
"6569","登革熱","2012","10","台南市","中西區","M","否","70+","1"
"6570","登革熱","2012","10","台南市","南區","M","否","5-9","1"
"6571","登革熱","2012","10","高雄市","前鎮區","M","否","10-14","1"
"6572","登革熱","2012","10","高雄市","前鎮區","M","否","55-59","1"
"6573","登革熱","2012","10","高雄市","旗津區","F","否","45-49","1"
"6574","登革熱","2012","11","台南市","安南區","F","否","20-24","2"
"6575","登革熱","2012","11","台南市","安南區","M","否","25-29","3"
"6576","登革熱","2012","12","高雄市","大寮區","M","否","20-24","1"
"6577","登革熱","2012","12","高雄市","新興區","M","否","60-64","1"
"6578","登革熱","2012","2","桃園市","中壢區","M","是","20-24","1"
"6579","登革熱","2012","3","台北市","松山區","F","是","35-39","1"
"6580","登革熱","2012","4","苗栗縣","竹南鎮","M","是","25-29","1"
"6581","登革熱","2012","7","台北市","松山區","M","是","20-24","1"
"6582","登革熱","2012","7","台南市","中西區","F","否","15-19","1"
"6583","登革熱","2012","8","台南市","永康區","F","否","45-49","1"
"6584","登革熱","2012","8","台南市","安南區","M","否","55-59","3"
"6585","登革熱","2012","8","新北市","板橋區","F","是","25-29","1"
"6586","登革熱","2012","9","台東縣","卑南鄉","M","否","20-24","1"
"6587","登革熱","2012","9","台南市","安南區","F","否","40-44","8"
"6588","登革熱","2012","9","台南市","安南區","M","否","4","1"
"6589","登革熱","2012","9","台南市","安南區","M","否","60-64","8"
"6590","登革熱","2012","9","桃園市","蘆竹區","F","否","65-69","1"
"6591","登革熱","2012","9","彰化縣","彰化市","F","是","30-34","1"
"6592","登革熱","2013","1","高雄市","鳥松區","M","是","40-44","1"
"6593","登革熱","2013","10","屏東縣","萬丹鄉","M","否","15-19","1"
"6594","登革熱","2013","10","桃園市","龜山區","F","是","20-24","1"
"6595","登革熱","2013","11","台南市","中西區","F","否","15-19","1"
"6596","登革熱","2013","11","屏東縣","屏東市","F","否","65-69","5"
"6597","登革熱","2013","11","屏東縣","屏東市","M","否","60-64","7"
"6598","登革熱","2013","12","屏東縣","屏東市","F","否","40-44","4"
"6599","登革熱","2013","12","屏東縣","萬丹鄉","F","否","30-34","1"
"6600","登革熱","2013","12","屏東縣","萬丹鄉","F","否","50-54","1"
"6601","登革熱","2013","7","高雄市","前鎮區","M","是","35-39","1"
"6602","登革熱","2013","8","台北市","中正區","F","否","25-29","1"
"6603","登革熱","2013","8","新北市","三重區","M","是","50-54","1"
"6604","登革熱","2013","9","桃園市","桃園區","M","是","40-44","1"
"6605","登革熱","2014","10","台北市","南港區","F","否","50-54","1"
"6606","登革熱","2014","10","台南市","歸仁區","M","否","25-29","1"
"6607","登革熱","2014","10","屏東縣","佳冬鄉","F","否","25-29","1"
"6608","登革熱","2014","10","高雄市","大寮區","F","否","60-64","13"
"6609","登革熱","2014","10","高雄市","左營區","M","否","65-69","6"
"6610","登革熱","2014","10","高雄市","鳥松區","F","否","60-64","1"
"6611","登革熱","2014","10","高雄市","新興區","F","否","60-64","9"
"6612","登革熱","2014","10","高雄市","新興區","M","否","50-54","11"
"6613","登革熱","2014","10","高雄市","楠梓區","F","否","30-34","2"
"6614","登革熱","2014","10","高雄市","鹽埕區","M","否","5-9","1"
"6615","登革熱","2014","11","屏東縣","內埔鄉","F","否","20-24","1"
"6616","登革熱","2014","11","高雄市","大社區","M","否","60-64","3"
"6617","登革熱","2014","11","高雄市","大寮區","F","否","1","1"
"6618","登革熱","2014","11","高雄市","大寮區","M","否","10-14","6"
"6619","登革熱","2014","11","高雄市","大寮區","M","否","55-59","2"
"6620","登革熱","2014","11","高雄市","仁武區","F","否","30-34","5"
"6621","登革熱","2014","11","高雄市","仁武區","M","否","35-39","7"
"6622","登革熱","2014","11","高雄市","左營區","F","否","30-34","14"
"6623","登革熱","2014","11","高雄市","左營區","M","否","35-39","9"
"6624","登革熱","2014","11","高雄市","岡山區","M","否","4","1"
"6625","登革熱","2014","11","高雄市","前鎮區","M","是","30-34","1"
"6626","登革熱","2014","11","高雄市","燕巢區","F","否","55-59","2"
"6627","登革熱","2014","11","高雄市","鹽埕區","F","否","10-14","2"
"6628","登革熱","2014","11","高雄市","鹽埕區","M","否","40-44","5"
"6629","登革熱","2014","12","屏東縣","萬丹鄉","F","否","50-54","2"
"6630","登革熱","2014","12","高雄市","三民區","F","否","60-64","16"
"6631","登革熱","2014","12","高雄市","大社區","F","否","40-44","1"
"6632","登革熱","2014","12","高雄市","大寮區","F","否","35-39","3"
"6633","登革熱","2014","12","高雄市","大樹區","F","否","55-59","2"
"6634","登革熱","2011","12","高雄市","鳳山區","M","否","55-59","1"
"6635","登革熱","2011","6","桃園市","中壢區","M","是","10-14","1"
"6636","登革熱","2011","8","台中市","清水區","M","是","30-34","1"
"6637","登革熱","2011","8","高雄市","苓雅區","M","否","15-19","1"
"6638","登革熱","2011","8","高雄市","苓雅區","M","否","20-24","2"
"6639","登革熱","2011","9","屏東縣","鹽埔鄉","F","否","15-19","1"
"6640","登革熱","2011","9","高雄市","三民區","F","否","60-64","1"
"6641","登革熱","2012","10","台南市","安南區","F","否","30-34","4"
"6642","登革熱","2012","10","台南市","安南區","M","否","50-54","3"
"6643","登革熱","2012","10","台南市","南區","M","否","60-64","1"
"6644","登革熱","2012","10","高雄市","苓雅區","M","否","15-19","2"
"6645","登革熱","2012","10","高雄市","旗津區","M","否","55-59","1"
"6646","登革熱","2012","11","高雄市","林園區","M","否","70+","1"
"6647","登革熱","2012","12","台北市","松山區","M","是","55-59","1"
"6648","登革熱","2012","12","台南市","北區","F","否","10-14","1"
"6649","登革熱","2012","12","彰化縣","二林鎮","F","是","25-29","1"
"6650","登革熱","2012","2","台北市","松山區","M","是","70+","1"
"6651","登革熱","2012","7","台中市","大雅區","F","是","30-34","1"
"6652","登革熱","2012","7","台中市","太平區","F","是","20-24","1"
"6653","登革熱","2012","7","台南市","中西區","F","否","65-69","1"
"6654","登革熱","2012","7","南投縣","埔里鎮","F","是","10-14","1"
"6655","登革熱","2012","7","高雄市","前鎮區","M","否","15-19","1"
"6656","登革熱","2012","7","新北市","永和區","M","是","30-34","1"
"6657","登革熱","2012","8","台南市","北區","F","否","50-54","1"
"6658","登革熱","2012","8","台南市","安南區","M","否","50-54","1"
"6659","登革熱","2012","8","高雄市","苓雅區","M","否","15-19","1"
"6660","登革熱","2012","9","台北市","中山區","M","是","20-24","1"
"6661","登革熱","2012","9","台南市","北區","M","否","25-29","5"
"6662","登革熱","2012","9","台南市","安南區","F","否","20-24","2"
"6663","登革熱","2012","9","新北市","蘆洲區","F","是","35-39","1"
"6664","登革熱","2013","11","屏東縣","內埔鄉","F","否","60-64","1"
"6665","登革熱","2013","11","屏東縣","屏東市","F","否","20-24","3"
"6666","登革熱","2013","11","屏東縣","屏東市","M","否","25-29","1"
"6667","登革熱","2013","11","屏東縣","萬丹鄉","M","否","60-64","1"
"6668","登革熱","2013","11","高雄市","楠梓區","F","否","50-54","1"
"6669","登革熱","2013","11","彰化縣","埔心鄉","M","是","20-24","1"
"6670","登革熱","2013","12","屏東縣","屏東市","F","否","70+","5"
"6671","登革熱","2013","3","台中市","西屯區","F","是","10-14","1"
"6672","登革熱","2013","5","屏東縣","新園鄉","F","否","65-69","1"
"6673","登革熱","2013","6","屏東縣","潮州鎮","F","否","40-44","1"
"6674","登革熱","2013","8","屏東縣","萬丹鄉","M","是","15-19","1"
"6675","登革熱","2013","8","高雄市","鼓山區","F","是","30-34","1"
"6676","登革熱","2013","9","屏東縣","屏東市","F","否","5-9","1"
"6677","登革熱","2013","9","桃園市","龍潭區","M","是","20-24","1"
"6678","登革熱","2014","1","台中市","豐原區","M","是","30-34","1"
"6679","登革熱","2014","1","高雄市","鳳山區","M","是","65-69","1"
"6680","登革熱","2014","10","台南市","佳里區","F","否","70+","1"
"6681","登革熱","2014","10","桃園市","龍潭區","M","否","30-34","1"
"6682","登革熱","2014","10","高雄市","三民區","F","否","2","2"
"6683","登革熱","2014","10","高雄市","三民區","M","否","10-14","41"
"6684","登革熱","2014","10","高雄市","三民區","M","否","55-59","91"
"6685","登革熱","2014","10","高雄市","大社區","F","否","30-34","3"
"6686","登革熱","2014","10","高雄市","大社區","M","否","50-54","2"
"6687","登革熱","2014","10","高雄市","左營區","F","否","5-9","3"
"6688","登革熱","2014","10","高雄市","前鎮區","F","否","25-29","19"
"6689","登革熱","2014","10","高雄市","楠梓區","F","否","35-39","3"
"6690","登革熱","2014","10","高雄市","旗山區","M","否","60-64","1"
"6691","登革熱","2014","10","高雄市","橋頭區","M","否","30-34","2"
"6692","登革熱","2014","11","台南市","東區","F","否","40-44","1"
"6693","登革熱","2014","11","台南市","南區","F","否","50-54","1"
"6694","登革熱","2014","11","屏東縣","東港鎮","F","否","55-59","1"
"6695","登革熱","2014","11","屏東縣","屏東市","F","否","15-19","1"
"6696","登革熱","2014","11","屏東縣","新埤鄉","M","否","40-44","1"
"6697","登革熱","2014","11","屏東縣","潮州鎮","M","否","50-54","1"
"6698","登革熱","2014","11","高雄市","三民區","F","否","0","2"
"6699","登革熱","2014","11","高雄市","三民區","F","否","20-24","58"
"6700","登革熱","2014","11","高雄市","阿蓮區","F","否","30-34","1"
"6701","登革熱","2014","11","高雄市","前鎮區","F","否","30-34","27"
"6702","登革熱","2014","11","高雄市","前鎮區","M","否","35-39","20"
"6703","登革熱","2014","11","高雄市","前鎮區","M","否","50-54","14"
"6704","登革熱","2014","11","高雄市","苓雅區","F","否","5-9","6"
"6705","登革熱","2014","11","高雄市","楠梓區","M","否","40-44","7"
"6706","登革熱","2014","11","高雄市","旗山區","M","否","50-54","1"
"6707","登革熱","2014","11","高雄市","鳳山區","M","否","35-39","35"
"6708","登革熱","2014","11","高雄市","橋頭區","F","否","60-64","3"
"6709","登革熱","2014","11","新北市","中和區","M","是","35-39","1"
"6710","登革熱","2014","11","澎湖縣","白沙鄉","M","否","55-59","1"
"6711","登革熱","2014","12","屏東縣","內埔鄉","M","否","60-64","1"
"6712","登革熱","2014","12","高雄市","三民區","F","否","70+","6"
"6713","登革熱","2014","12","高雄市","大寮區","F","否","5-9","2"
"6714","登革熱","2014","12","高雄市","左營區","M","否","15-19","4"
"6715","登革熱","2014","12","高雄市","鼓山區","F","否","40-44","5"
"6716","登革熱","2014","12","高雄市","鼓山區","M","否","10-14","5"
"6717","登革熱","2014","12","高雄市","鳳山區","F","否","20-24","6"
"6718","登革熱","2014","4","高雄市","新興區","F","是","30-34","1"
"6719","登革熱","2014","5","台中市","沙鹿區","M","是","35-39","1"
"6720","登革熱","2014","6","高雄市","大寮區","M","否","40-44","2"
"6721","登革熱","2014","6","高雄市","前鎮區","F","否","40-44","1"
"6722","登革熱","2014","7","高雄市","苓雅區","M","否","40-44","2"
"6723","登革熱","2014","7","高雄市","鳳山區","M","否","15-19","2"
"6724","登革熱","2014","8","台南市","西港區","M","否","70+","1"
"6725","登革熱","2014","8","高雄市","大社區","M","否","50-54","1"
"6726","登革熱","2014","8","高雄市","小港區","F","否","30-34","3"
"6727","登革熱","2014","8","新北市","三重區","F","否","30-34","1"
"6728","登革熱","2014","8","新北市","新店區","F","是","30-34","1"
"6729","登革熱","2014","9","高雄市","三民區","F","否","5-9","7"
"6730","登革熱","2014","9","高雄市","三民區","M","否","3","1"
"6731","登革熱","2014","9","高雄市","仁武區","F","否","50-54","1"
"6732","登革熱","2014","9","高雄市","鳥松區","F","否","55-59","1"
"6733","登革熱","2011","10","高雄市","鹽埕區","F","否","35-39","2"
"6734","登革熱","2011","10","高雄市","鹽埕區","M","否","5-9","1"
"6735","登革熱","2011","10","澎湖縣","馬公市","M","否","55-59","1"
"6736","登革熱","2011","11","高雄市","林園區","M","否","5-9","2"
"6737","登革熱","2011","11","高雄市","苓雅區","F","否","20-24","1"
"6738","登革熱","2011","11","高雄市","楠梓區","F","否","70+","2"
"6739","登革熱","2011","11","高雄市","鳳山區","F","否","65-69","2"
"6740","登革熱","2011","12","桃園市","大園區","F","是","20-24","1"
"6741","登革熱","2011","12","桃園市","平鎮區","M","是","30-34","1"
"6742","登革熱","2011","12","高雄市","三民區","M","否","45-49","3"
"6743","登革熱","2011","12","高雄市","左營區","F","否","30-34","2"
"6744","登革熱","2011","8","高雄市","苓雅區","F","否","55-59","5"
"6745","登革熱","2011","9","雲林縣","斗六市","F","是","20-24","1"
"6746","登革熱","2012","10","台南市","安南區","F","否","60-64","2"
"6747","登革熱","2012","10","台南市","東區","M","否","10-14","1"
"6748","登革熱","2012","10","高雄市","三民區","F","否","35-39","1"
"6749","登革熱","2012","10","高雄市","三民區","M","否","50-54","1"
"6750","登革熱","2012","10","高雄市","左營區","F","否","20-24","1"
"6751","登革熱","2012","10","新北市","新店區","F","是","55-59","1"
"6752","登革熱","2012","10","新竹縣","竹北市","F","是","35-39","1"
"6753","登革熱","2012","11","高雄市","林園區","F","否","20-24","1"
"6754","登革熱","2012","11","高雄市","苓雅區","F","否","55-59","2"
"6755","登革熱","2012","12","台北市","大安區","F","是","40-44","1"
"6756","登革熱","2012","12","高雄市","苓雅區","M","否","25-29","2"
